review_id,review_text,review_source,review_score,category
aad9db25e3b231ff2cb94149480b13ed,Harganya mmg murah utk lokasi dekat bandara dan free shuttle. tapi utk kamarnya gak nyaman. krn sangat sempit dan kasurnya ada diatas kamar mandi. kepala kejedog ternit karena kasurnya mepet ternit.,befc88fe53f24cb70ce7f9d2efd89858,6,
c588fcb5f6640e525020576af703ba57,kurang nyaman..terlalu sempit,4c5d06b02c97731aaa976179c62dcf76,2,
f89c3c334dc952723cf47720072adb8b,"Lazy front office girl, no one was there to help picked up stuffs, a really small space along stairway 😓",befc88fe53f24cb70ce7f9d2efd89858,5.4000001,service_front_office
9ae46ed3014bb2c07b91dd01196e7e18,Pertahankan,4c5d06b02c97731aaa976179c62dcf76,3,
b1ba6497d5dab49be5124e59f82bce1e,suka banget tapi sayang kemarin dapat kamar yang agak sedikit kurang bersih dan bau,4c5d06b02c97731aaa976179c62dcf76,3,kebersihan_inroom_P1
b1ba6497d5dab49be5124e59f82bce1e,suka banget tapi sayang kemarin dapat kamar yang agak sedikit kurang bersih dan bau,4c5d06b02c97731aaa976179c62dcf76,3,bau_P1
6e4f250fc6e9445c2a2570bd5517e69f,Tempatnya enak dan murah. Receptionist ramah dan baik. Sampe Yogya pagi tp belum bisa check in karena baru bisa check in jam 2 tp bisa titip dan dulu jadi bisa jalan-jalan sambil nunggu waktu. Pas pulang juga jam check out jam 12 tp bisa titip tas juga karena naiknya kereta sore. Overall pelayannya bagus dan nyaman sekali nginep disini,4c5d06b02c97731aaa976179c62dcf76,4,
259b50c7bda158727a2415f4eaa69566,"baik
",4c5d06b02c97731aaa976179c62dcf76,3,
49f2cc6d5044344f2c85743d67299c28,kamar saya tidak dapat sabun dan cemilan airy ☹,4c5d06b02c97731aaa976179c62dcf76,3,sunrise_meal_P1
49f2cc6d5044344f2c85743d67299c28,kamar saya tidak dapat sabun dan cemilan airy ☹,4c5d06b02c97731aaa976179c62dcf76,3,perlengkapan_mandi_P1
12e77382c76e29fd90ff8348bd4fa640,welcome drink nya gak ada.... sendal jg gak ada....,4c5d06b02c97731aaa976179c62dcf76,3,
1ea678395b200eafa3e4dbb415ed31d8,Awesome👍 surprisingly theres a water heater. Not expected before,befc88fe53f24cb70ce7f9d2efd89858,9,
7f0684ab442b79f6a3abc1c53f97cd9c,cukup bagus,4c5d06b02c97731aaa976179c62dcf76,3,
4f5e1e962f05a94c316fe01fe0469866,mayan lah,4c5d06b02c97731aaa976179c62dcf76,3,
de8ad224c8fb651c821f7b7f657f7a95,mantap,4c5d06b02c97731aaa976179c62dcf76,3,
663df8d49a2f8cd1deed83b372a3f26a,semua baik saja,4c5d06b02c97731aaa976179c62dcf76,3,
623250fe41fa481527ba6872b9fc10bb,"Tempatnya bersih, nyaman. Parkir luas, dan bangunan rapi. ",4c5d06b02c97731aaa976179c62dcf76,3,
0de34cf7e884c0ae0bf7c8988a3d6199,Hotel tepat berada di 0 meter Jl. Taman Siswa. 24 jam tersedia pilihan kuliner enak. Tentu saja dg harga yg cukup terjangkau. Fasilitas kamar sangat memadai dan cukup luas. Menunggu check-in bisa titip bagasi dulu. Sy merekomendasikan untuk Anda.,4c5d06b02c97731aaa976179c62dcf76,4,
a8f64c805992940f12fae83928ec9b59,👍,4c5d06b02c97731aaa976179c62dcf76,3,
b648f10eb4f93f83923334e675aa1e5e,Untuk harga dan pelayanan yg diberikan amat sepadan.,4c5d06b02c97731aaa976179c62dcf76,4,
5ee5c1ec768b835fb5680412bac9b383,"di tengah pusat keramaian... staf hotel yang ramah sayang kamarnya kurang bagus,air kurang lancar",befc88fe53f24cb70ce7f9d2efd89858,9,fasilitas
69ad2940d2f315ec8a689ac95a8c3e03,"kamar bagus, rapih, bersih, tapi aga seram",4c5d06b02c97731aaa976179c62dcf76,4,
6bf9ef7254a08c8dc49e59d1559b006d,bersih dan bagus,4c5d06b02c97731aaa976179c62dcf76,3,
50060f6e65063939fe81625785277c93,kemana2 dekat 😁 gak butuh waktu lama,4c5d06b02c97731aaa976179c62dcf76,3,
42a0eba46e99fefe0caa83e96d227a0a,"closet nya rusak kamar mandi tidak bersih lemari sudah jamuran, tidak bersih alas tempat tidur kotor banyak nyamuk ",befc88fe53f24cb70ce7f9d2efd89858,4.80000019,rusak
42a0eba46e99fefe0caa83e96d227a0a,"closet nya rusak kamar mandi tidak bersih lemari sudah jamuran, tidak bersih alas tempat tidur kotor banyak nyamuk ",befc88fe53f24cb70ce7f9d2efd89858,4.80000019,serangga
42a0eba46e99fefe0caa83e96d227a0a,"closet nya rusak kamar mandi tidak bersih lemari sudah jamuran, tidak bersih alas tempat tidur kotor banyak nyamuk ",befc88fe53f24cb70ce7f9d2efd89858,4.80000019,kebersihan_inroom_P1
1bd4e34d2b77f5965b076b4d9069192f,lokasi strategis,4c5d06b02c97731aaa976179c62dcf76,3,
7900cade829703e86477a5553817ee9f,Nyaman,4c5d06b02c97731aaa976179c62dcf76,3,
f0bc43bced824b48e812babd66a455cf,kamar besar dan bagus,4c5d06b02c97731aaa976179c62dcf76,3,
a6fa97fe3ef1617dd7c2225de5834b9b,Sangat Puas Dan Kamarnya Nyaman DiTempati,4c5d06b02c97731aaa976179c62dcf76,3,
082285d22353c18ce0fc88d1a6b1c147,"staf kurang responsif, hanya sekedar minta air panas secangkir untuk ngopi ja nggu sehari. tempatnya masuk gang sempit harga.  tempat kurang bersih ",befc88fe53f24cb70ce7f9d2efd89858,6,service
082285d22353c18ce0fc88d1a6b1c147,"staf kurang responsif, hanya sekedar minta air panas secangkir untuk ngopi ja nggu sehari. tempatnya masuk gang sempit harga.  tempat kurang bersih ",befc88fe53f24cb70ce7f9d2efd89858,6,kebersihan
bf5eac55642466349c6a55273104432f,Menginap disini enak. Parkiran juga aman.,4c5d06b02c97731aaa976179c62dcf76,4,
0d39ad92cd1a969ce22ed15962849445,tiada kata selain memuaskan...,4c5d06b02c97731aaa976179c62dcf76,3,
e276965d12afed41ec1608aaa4e1d5a7,,4c5d06b02c97731aaa976179c62dcf76,3,
790c70e3379f79bcaa36521ff6aac6de,"Pengalaman saya menginap disini sungguh nyaman, penjaganya sangat ramah, dan berasa homey banget padahal baru pertama kali nginep disini. Semoga next time kalo ke banjar bisa ke sini lagi 🤗",befc88fe53f24cb70ce7f9d2efd89858,8.5,
df710b74c0aac155af79b40bd0d675a2,baik,4c5d06b02c97731aaa976179c62dcf76,3,
6bcf380f7619179d9e52f29b73c112e8,Pelayanan hotel tidak memauaskan. Tidak ada sarapan pagi. Tudak ada mangku air. Kasurnya ada semut kecil2 serta pelayannya tidak ramah. ,befc88fe53f24cb70ce7f9d2efd89858,6,linen_P1
6bcf380f7619179d9e52f29b73c112e8,Pelayanan hotel tidak memauaskan. Tidak ada sarapan pagi. Tudak ada mangku air. Kasurnya ada semut kecil2 serta pelayannya tidak ramah. ,befc88fe53f24cb70ce7f9d2efd89858,6,service
cfa7d8a865706b5d8c5722399f9d06cb,bagus banget,4c5d06b02c97731aaa976179c62dcf76,3,
75750b398807201e772a244974845f11,"lampu kamar remang2, wc tidak memadai tidak ada handuk, kaca nya lumutan. lobby juga remang2",4c5d06b02c97731aaa976179c62dcf76,1,fasilitas_inroom
75750b398807201e772a244974845f11,"lampu kamar remang2, wc tidak memadai tidak ada handuk, kaca nya lumutan. lobby juga remang2",4c5d06b02c97731aaa976179c62dcf76,1,handuk_P1
75750b398807201e772a244974845f11,"lampu kamar remang2, wc tidak memadai tidak ada handuk, kaca nya lumutan. lobby juga remang2",4c5d06b02c97731aaa976179c62dcf76,1,kebersihan_inroom_P1
5a5523722a3876456801b9cbb904d98b,saya sangat semang fasilitas terpenuhi dan pelayanan sangat memuaska,befc88fe53f24cb70ce7f9d2efd89858,8.5,
51cf41b625cb670291f6d4e5812554bb,"ok boleh bagus bersih, pesen lagi nih",befc88fe53f24cb70ce7f9d2efd89858,8.5,
bcc9c150d9cf6eaa210c3e9ac72c216f,null,befc88fe53f24cb70ce7f9d2efd89858,9.39999962,
4a5aa4ab05168c005e16e15760276ab4,"Puas pokoknya.. 👌💪💪 kamar sesuai gambar, ac dan tv berfungsi, bersih dan wangi, harga sangat"" terjangkau.. 👍",4c5d06b02c97731aaa976179c62dcf76,4,
924d8b735d4bfcc55e408ec5dc40bfc7,sangat nyaman... ,4c5d06b02c97731aaa976179c62dcf76,3,
0a6feefb05b8409ba2957cc97bdb0cd5,"Strategis, dekat dgn mall2 besar. ",4c5d06b02c97731aaa976179c62dcf76,3,
85b51089c74b6151981929cdd3db22cf,"memuaskan, bersih dan nyaman",4c5d06b02c97731aaa976179c62dcf76,3,
42c6de334cf4cccee0b2b1f22dc234b2,oke,4c5d06b02c97731aaa976179c62dcf76,3,
ad4eb36d5ff1718cc1735ac9d275c33e,Z,4c5d06b02c97731aaa976179c62dcf76,1,
43ec08e31ad7eb3b7a7555560dd2a231,Untuk ditingkatkan kembali kebersihannya,4c5d06b02c97731aaa976179c62dcf76,2,kebersihan_inroom_P1
a4d09ea24c7b599cbd3f2124da488a5f,Good,4c5d06b02c97731aaa976179c62dcf76,4,
763029593aeb66eb64de7aafba7eaa38,air mati ,4c5d06b02c97731aaa976179c62dcf76,3,fasilitas
3d4f1d514884586fa8df6012c9f782ad,"lumayan lah hotel deket ke mana mana bisa jalan kaki , deket juga dari bandara ",befc88fe53f24cb70ce7f9d2efd89858,8.5,
ae5048b114618ede3d45338f783f2de7,Not Bad,4c5d06b02c97731aaa976179c62dcf76,3,
0c6ab60875bd718a6dc0d1f616c415ab,pengalaman yg terbaik nginap disini staff hotel disini ramah..serasa tinggal dirumah sendiri,4c5d06b02c97731aaa976179c62dcf76,4,
b8d9220098e0fa255917ac9f834f8095,"Bagus, rapi, bersih. Sekitar hotel banyak penjual makanan. Dekat ke RS Dharmais & RS Harapan Kita.",befc88fe53f24cb70ce7f9d2efd89858,8.5,
4e21ff576c88e329fcf96b971b145275,cukup nyaman... ,4c5d06b02c97731aaa976179c62dcf76,3,
b5f5ac35a114b31fe1b403b4b06e6f12,baikk,4c5d06b02c97731aaa976179c62dcf76,3,
27b02e1688e5c25bfdf6324fcb972333,"sebenarnya kamarnya bagus, tp sayang tidak dirawat dan kurang bersih, banyak puntung rokok di lantai, ada tisu bekas pakai dilaci2 dan bekas makanan dikulkas yg sepertinya sudah lama disitu sampai mau membusuk, entah dikamar lain gmn tapi kamar yg saya tempati seperti itu, jd kesannya setelah ada yg check out tidak dibersihkan",befc88fe53f24cb70ce7f9d2efd89858,5.9000001,kebersihan_inroom_P1
32b514b882204c62c045f07c879f18ac,"Lokasinya strategis dan tempatnya lumayan. Cuman kebersihan kurang,air sering mati dan rasanya asin",befc88fe53f24cb70ce7f9d2efd89858,6.19999981,fasilitas_inroom
32b514b882204c62c045f07c879f18ac,"Lokasinya strategis dan tempatnya lumayan. Cuman kebersihan kurang,air sering mati dan rasanya asin",befc88fe53f24cb70ce7f9d2efd89858,6.19999981,kebersihan
a28b4a938e186182c05175926a719fb1,Bagi yg ingin iatirahat untuk perjalanan berikutnya emang enak sayang lingkungannya sepi,4c5d06b02c97731aaa976179c62dcf76,3,
fe26f75ffa1cf61f003bbcfab7371062,"ruangan nya nyaman, terjangkau, kamar bersih, pelayanan ramah, good  ",befc88fe53f24cb70ce7f9d2efd89858,8.5,
1339a9719fcd7581a8851ccb9b110816,"servis bagus dan kamar nya gede.tapi kamar nya bau, cahaya lampu agak redup, air panas utk mandi tidak ada.",befc88fe53f24cb70ce7f9d2efd89858,6.5,air_panas_P1
1339a9719fcd7581a8851ccb9b110816,"servis bagus dan kamar nya gede.tapi kamar nya bau, cahaya lampu agak redup, air panas utk mandi tidak ada.",befc88fe53f24cb70ce7f9d2efd89858,6.5,bau_P1
e54c8d8cb57100ec285896624620fc21,Tempatnya nyaman bersih dan parkirnya cukup,4c5d06b02c97731aaa976179c62dcf76,3,
3fecee06befebf33d44ff896d81c37e7,Oke,4c5d06b02c97731aaa976179c62dcf76,4,
44dabb8874ed61dcf3b682736d5dae3b,Ok,4c5d06b02c97731aaa976179c62dcf76,3,
cd6753cedf3d3a85fbc7a89c693eb18e,All without manutention or broken,befc88fe53f24cb70ce7f9d2efd89858,6.0999999,
72c3fe947cd822326252117e0048d4f5,"tamu kamar sudah tercantum 2 orang,tetapi handuk hanya dikasih 1 aja,,katanya sudah ketentuan,baru mau pesan sudah ditanya suami istri atau bukan..",befc88fe53f24cb70ce7f9d2efd89858,6,handuk_P1
a631431fb3ea152061ba9e796fbecfad,"pelayanan petugasnya baik, fasilitas cukup tetapi di kamar mandi, kran shower bocor, masih menetes saat kran ditutup .. overall 👍",4c5d06b02c97731aaa976179c62dcf76,3,
430dd1a5a40a313b5b95e0d18974f9ec,"ini gak recomended banget. resepsionisnya kurang welcom. saat tiba, resepsionisnya bilang bahwa pesanan saya gak terdaftar trus disuruh menghubungi airy. padahal udah booking dari beberapi hari sebelumnya. alhamdulillah pihak airy dan traveloka tanggung jawab dan akhirnya saya dipindah ke hotel yang lain dg fasilitas lebih lengkap. ",befc88fe53f24cb70ce7f9d2efd89858,5.69999981,service_front_office
8ba7d78bbfc6d926ba3288945812ce1a,"Lokasi hotel ini bagus, pelayanan ini juga bagus, tapi kondisi ruangan tidak seperti yg diwibesite, kita pulang agak terganggu karena pintu masuk jam 10 sdh dikunci",befc88fe53f24cb70ce7f9d2efd89858,6,fasilitas
c81c0e11e9e90a247ce6a9aaa1aac941,Everything is good and confortable,befc88fe53f24cb70ce7f9d2efd89858,8.5,
f14be9254f9591701a4b9c0555d47df2,"Tempat nyaman, tidak berisik, pelayanan ramah, dekat dengan pusat kota",4c5d06b02c97731aaa976179c62dcf76,3,
eb6aa97b2f6ff9dfcca5025c0b69d00a,Banyak kecoa,4c5d06b02c97731aaa976179c62dcf76,1,serangga
897ad8ce333ab613af5372b9a37dc701,very reccomended,4c5d06b02c97731aaa976179c62dcf76,3,
0f4ee8c9e541e194d7bf2b693ac33af8,nice,4c5d06b02c97731aaa976179c62dcf76,3,
4f9d9b5106c0deed7af2f86fc0819fb2,mantap,4c5d06b02c97731aaa976179c62dcf76,4,
7127635ff10c1056af032796e9421de8,recommended,4c5d06b02c97731aaa976179c62dcf76,4,
8c6320d83e2418e4a9c9082c923b93c2,Kamar mandi kurang bersih...,4c5d06b02c97731aaa976179c62dcf76,3,kebersihan_inroom_P1
090c29eaa08292b6c795fe0761db1d4a,Bersih dan nyaman,4c5d06b02c97731aaa976179c62dcf76,3,
7f2156728975efd4e95d17cba6c9fbc9,Photox bagus tp tidak sma aslix,befc88fe53f24cb70ce7f9d2efd89858,4.80000019,
72cdc3d5cfeaaec8a411e36c8db3dcf0,kamarnya bersih dan fasilitas kamar mandinya juga lengkap . free makanan ringan . ,4c5d06b02c97731aaa976179c62dcf76,3,
b5b1854628775ccf9607117976f28284,ok,4c5d06b02c97731aaa976179c62dcf76,3,
9e858dd51118656fbc333353cd4af8a3,servis oke.. pake deposit 50ribu.. keep it up!,4c5d06b02c97731aaa976179c62dcf76,3,
6e16115ecf73a7631bdc8c749c09d27f,diperjelas area parkirnya...karena tidak ada yang mengarahkan...,4c5d06b02c97731aaa976179c62dcf76,3,
9cbad7ac51c87b6c1b6f55c800b70778,Tempatbya bersih nyaman dan breakfast nya enaakkkk. Ga nyesel deh bermalam disini tp kurangnya di headdryernya ga berfungsi overall better,4c5d06b02c97731aaa976179c62dcf76,4,
360fedb23923f3321c51bcc1f3c52a8f,"Murah banget, harga segitu dengan fasilitas yang oke dan tempat strategis. Kalau ke Joga boleh balik sana lagi.",befc88fe53f24cb70ce7f9d2efd89858,9.10000038,
2de770307fb313f7d00b8e6b7e658510,"Kamar terlalu kecil, seperti tak terurus, kualitas jauh dibawah tarif.. ",4c5d06b02c97731aaa976179c62dcf76,2,fisik_bangunan
9592b3c43b72ff71cc098d0e5f42f5de,ok,4c5d06b02c97731aaa976179c62dcf76,3,
dc93c7b616dd245da445a2dfe35b17e3,"bersih dan rapi
",4c5d06b02c97731aaa976179c62dcf76,3,
84bf2d58e6ba1ec09693b0b1ce43a92b,Good la,4c5d06b02c97731aaa976179c62dcf76,3,
02af872606ca40964e5c368c86ac6f6f,"Airnya asin, pelayanan kurang baik.",befc88fe53f24cb70ce7f9d2efd89858,5.0999999,service
02af872606ca40964e5c368c86ac6f6f,"Airnya asin, pelayanan kurang baik.",befc88fe53f24cb70ce7f9d2efd89858,5.0999999,fasilitas_inroom
e4896e0cb37c2b60ee48b5e577f50c1c,"good
",4c5d06b02c97731aaa976179c62dcf76,3,
d12eacafca16a6c504323bebf74cde14,"Tempatnya enak, muda terjangkau, bersih tempatnya. Cuma gak enaknya gak bisa merokok d dalam kamar, mesti keluar. Hrus nya di pasang pengumanny d travelokanya kalau dilarang merokok d dalam kamar.",befc88fe53f24cb70ce7f9d2efd89858,8.5,
2730ba52a7937869e66d8deb32b15563,Kamar sempit Tdk wangi Gantungan pakaian rusak Air hangatnya tdk fungsi Tdk ada tempat sampah Tdk ada handuk dan sabun ,befc88fe53f24cb70ce7f9d2efd89858,6,fasilitas_inroom
2730ba52a7937869e66d8deb32b15563,Kamar sempit Tdk wangi Gantungan pakaian rusak Air hangatnya tdk fungsi Tdk ada tempat sampah Tdk ada handuk dan sabun ,befc88fe53f24cb70ce7f9d2efd89858,6,perlengkapan_mandi_P1
2730ba52a7937869e66d8deb32b15563,Kamar sempit Tdk wangi Gantungan pakaian rusak Air hangatnya tdk fungsi Tdk ada tempat sampah Tdk ada handuk dan sabun ,befc88fe53f24cb70ce7f9d2efd89858,6,handuk_P1
f4ec9206514de55b5e949bb95f115886,Dengan harga murah mendapatkan hasil max,befc88fe53f24cb70ce7f9d2efd89858,8.5,
ba47e1ea72340fde2643ea1524c1b1ba,Yang berkesan adalah pelayanan sarapan nya di luar dugaan. Namun kamar tidak sesuai dengan yang ada di foto.,4c5d06b02c97731aaa976179c62dcf76,3,
298fd4abd6767a86483ea3a7549620ab,"Bersih, kendaraan aman, untuk mandi air panas juga ada. ",4c5d06b02c97731aaa976179c62dcf76,4,
7bd36f4263b970ceedc27aab54355855,"kamar nya nyaman,  juga bersih,  sarapan nya enak juga dan ngambil sendiri",4c5d06b02c97731aaa976179c62dcf76,4,
64a89e348cb0012312c9a910d68287cf,"tempat nyaman banget pelayanananya juga baik, cuman kmaren dpet nya yg kamar ada pintu masuk lagi, dan sebelahnya ada anak kecil dan sangat terganggu krna suara tangisnya terdengar jelas,,  ",4c5d06b02c97731aaa976179c62dcf76,4,bising
74c61e8a070e0f1c23c7ff2a4b7ae40d,"okkkkkkkkkkkkkkkkkkkmmmkmkkmmmmmmmmk
",4c5d06b02c97731aaa976179c62dcf76,3,
7d4d08b52665314cbb6bb0b57f003c62,"sangat baik dan memuaskan
",4c5d06b02c97731aaa976179c62dcf76,3,
4d26c6317e846b892a5c299bd39fa931,"sangat puas pelayanan service room 
",4c5d06b02c97731aaa976179c62dcf76,4,
9259c668c756c2f4022d0850dd5e6956,"Pelayanan ramah, kamar lumayan untuk harga segitu, ada air panas nya, walaupun masuk gang tapi parkiran dalam nya luas.",befc88fe53f24cb70ce7f9d2efd89858,8.5,
67393d5c9a6d1273587a3a97d9d5b6a1,"Recommended sekali, kamar nyaman, ada TV, AC dingin, kamar mandi di dalam, pemilik dan petugas ramah, tidak susah cari makan, laundry pakaian, dekat atm bni, bca, mandiri.",befc88fe53f24cb70ce7f9d2efd89858,9.39999962,
c80fed918faaf3524a8ce3c93552bc79,bersih rapih nyaman dan kariyawanya ramah. ...,befc88fe53f24cb70ce7f9d2efd89858,8.5,
feff6cd71988506e0c79e07a997dfab5,oke,4c5d06b02c97731aaa976179c62dcf76,3,
45c9feac2a797dbe5f832590fbdbcde4,"Lokasi tempat lumayan bagus, bisa di jangkau semua kendaraan apalagi ojol...heheh, berada skitar 50 meter masuk ke dalem lorong dari jalan utama dan juga skitar 50 meter dari indomaret, pecel lele dan nasgor kalau malem, kondisi bersih, rapi dan tenang, untuk handuk perlu di tanyain kalau ga di tanyain ga dapet...hehe, enak untuk istirahat, ac agak kurang dingin dan agak berisik, tapi okelah cukup baik. terimakasih sukses ya. ",befc88fe53f24cb70ce7f9d2efd89858,8.5,ac_P1
9ba2e9a092691a94f08a2f6ffd904e06,"good place for stay... friendly staff, good service.. everything is great.. i'm definitely will come to this place next time... very recomended.",befc88fe53f24cb70ce7f9d2efd89858,8.5,
428ee9af8dd698f73ce76eb256ff1451,Kamarnya bersih dan nyaman. Tdk ada air panas. Lokasinya cukup jauh dari jalan raya. ,befc88fe53f24cb70ce7f9d2efd89858,8.5,
cceaf7b5cd97f774f55f86b64cfe8291,"Standar sesuai harganya. Deket ke minimarket, agak jauh ke tempat makan terkenal, ada juga pujasera di sekitar hotel tsb. Di kamar yang saya tempati tidak ada jendela sama sekali, jadi udah siang juga gelap aja. Yang aneh, walaupun ke ruangan saya tidak ada ventilasi, tapi saya menemukan nyamuk 2 sampai 3 ekor. Sisanya memuaskan, ada makanan gratis, kebersihan terjaga",befc88fe53f24cb70ce7f9d2efd89858,8.5,
d81444d48c10db18a46e870e8e258578,"keadaan real tidak sesuai gambar. apalagi setelah pagi2, pintu kamu dibuka dari luar oleh petugas. saya tidak mengerti apakah itu disengaja atau tidak, yg jelas kami akhirnya check out jam 10 pagi.",4c5d06b02c97731aaa976179c62dcf76,1,service
963862f4511782efa9717e40caf101d2,keluarga kami kecelakaan saat perjalanan menuju hotel.ternyata tidak ada opsi refund pembatalan.ya sudah gak bisa memberikan ulasan,4c5d06b02c97731aaa976179c62dcf76,2,
5c33fe529f5dd98f9bcd9a4a35dc2ca0,kebersihan serta kelayakan fasilitas hendakx diperhatikan,4c5d06b02c97731aaa976179c62dcf76,3,
e1052de95fd88d4d26f5a04422c8dd5e,"This place quite good with the price we spent, the room was clean, just the bed sheet not really clean, I don't know  they washed it not really clean or they didn't change the sheet either and some leaking mark on the wall and on the ceiling, they need to do some work/ repair on those area. Bathroom have hot water with good amenities in good package. Aircond and wifi was so good. Stay in room 102.",befc88fe53f24cb70ce7f9d2efd89858,8.5,fisik_bangunan
e1052de95fd88d4d26f5a04422c8dd5e,"This place quite good with the price we spent, the room was clean, just the bed sheet not really clean, I don't know  they washed it not really clean or they didn't change the sheet either and some leaking mark on the wall and on the ceiling, they need to do some work/ repair on those area. Bathroom have hot water with good amenities in good package. Aircond and wifi was so good. Stay in room 102.",befc88fe53f24cb70ce7f9d2efd89858,8.5,linen_P1
1398d099c2066dff2d5ffd045971e4a1,tidak sesuai yg di cantumkan kurang nyaman sh menurutku,befc88fe53f24cb70ce7f9d2efd89858,6,
b925c1e8b5db5d8b959bc27303ecc092,baik yeahh,4c5d06b02c97731aaa976179c62dcf76,4,
af4449ab3f868e4541360ba3e9d06a7d,"tempatnya bagus. pelayanannya juga
",4c5d06b02c97731aaa976179c62dcf76,3,
3e0205dbe6443d1249c24c064ae1b7a0,"tdnya cuma mau 1hr krn bawa keluarga dgn 2 bocah takutnya rewel dan ga betah, tp trnyata nyaman. pelayanannya sgt sgt baik. ramah dan cepat. 👍👍👍",befc88fe53f24cb70ce7f9d2efd89858,9.10000038,
a02c2845e31ce999d62e338a2d66694c,"bersih dan nyaman, sesuai dgn expectasi",4c5d06b02c97731aaa976179c62dcf76,3,
690126a9ee200a56bbce4d4e170819a4,"harga terjangkau,sesuwai dengan pasilitasnya.mantap juga ada snack yang di sediakan,dekat dengan BP",befc88fe53f24cb70ce7f9d2efd89858,8.80000019,
ebbce81463af336acb8ecf3ff4517bbf,cukup memenuhi kebutuhan,4c5d06b02c97731aaa976179c62dcf76,3,
f382ec73660f843448be3f1ab9780456,"Dengan harga yang murah, bisa mendapatkan kualitas hotel yang bagus, service hotel juga baik.",befc88fe53f24cb70ce7f9d2efd89858,9.69999981,
eded84c2b5f3e053d25f27e8e66fd927,good,4c5d06b02c97731aaa976179c62dcf76,3,
899f8dfa7d44c268ec066efb4dd5e3e5,Saya puas dengan layanan kamar nya,4c5d06b02c97731aaa976179c62dcf76,4,
b88bc776a898a6481919a9488c6cdc06,lumayan untuk ukuran numpang tidur.,befc88fe53f24cb70ce7f9d2efd89858,8.5,
9d98b15c7fc9b745548b34aa27d11511,"Kamar luas, bersih. kamar mandi jg bersih. Tempat parkir krg luas dan jalan menuju hotel agak rusak. ",4c5d06b02c97731aaa976179c62dcf76,3,
9973444fb81a3cff592c22423c711d96,"Dengan harga minimalis bisa diterima apabila kamar kecil, Tv tabung 14"" dgn gambar yg penuh semut & berwarna merah & sarapan alakadarx.. Namun yg membuat sya cek out lebih cepat 1 hari adalah kamar mandi yang bau kecoak.. Sungguh bikin tidak nyaman",befc88fe53f24cb70ce7f9d2efd89858,5.4000001,bau_P1
9973444fb81a3cff592c22423c711d96,"Dengan harga minimalis bisa diterima apabila kamar kecil, Tv tabung 14"" dgn gambar yg penuh semut & berwarna merah & sarapan alakadarx.. Namun yg membuat sya cek out lebih cepat 1 hari adalah kamar mandi yang bau kecoak.. Sungguh bikin tidak nyaman",befc88fe53f24cb70ce7f9d2efd89858,5.4000001,tv_P1
be75021f303040fed2f463c859e2f841,Terlalu ketat penjagaan udah kayak tahanan penjara kamar mandi kotor tmpt ny tidak nyaman sekali ,befc88fe53f24cb70ce7f9d2efd89858,6,kebersihan_inroom_P1
3c7a6c7cb70d002bac7e4d020733d6f6,kami tidak mendapatkan kamar pesanan airy,befc88fe53f24cb70ce7f9d2efd89858,5.0999999,tidak_sesuai_pesanan
6ecbf5d06d35be89f465863ec2247b25,"Bersih, dekat kemana mana, kamarnya nyaman",befc88fe53f24cb70ce7f9d2efd89858,8.5,
276139b3d1b039856ae956f920056da0,agak jauh dr Malioboro tp nyaman bgt buat harga segitu mah 😊,4c5d06b02c97731aaa976179c62dcf76,4,
01b719b2d71f85eb7070c1dee911e30a,Kamarnya persis seperti di foto dan sangat luas juga nyaman.. terimakasih,befc88fe53f24cb70ce7f9d2efd89858,8.5,
